,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc,currency_symbol,base_currency_symbol,base_currency_name,Market Cap,IPO Year,Sector,Industry
192,ADSE,ADS-TEC ENERGY PLC Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001879248,,,2022-03-22T00:00:00Z,,,,371428104.0,,,
194,ADSK,Autodesk Inc,stocks,us,XNAS,CS,True,usd,0000769397,BBG000BM7HL0,BBG001S5SCD4,2022-03-22T00:00:00Z,,,,46351790854.0,,Technology,Computer Software: Prepackaged Software
195,ADT,ADT Inc.,stocks,us,XNYS,CS,True,usd,0001703056,BBG000BP9WJ1,BBG001S6VGG6,2022-03-22T00:00:00Z,,,,6896727826.0,2018.0,Consumer Services,Diversified Commercial Services
196,ADTH,"AdTheorent Holding Company, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001838672,BBG00Z4H6KP2,BBG00Z4H6LJ7,2022-03-22T00:00:00Z,,,,836003942.0,2021.0,Technology,Advertising
198,ADTN,Adtran Inc,stocks,us,XNAS,CS,True,usd,0000926282,BBG000C4K3D4,BBG001S7Y2R0,2022-03-22T00:00:00Z,,,,965163355.0,1994.0,Capital Goods,Telecommunications Equipment
199,ADTX,"Aditxt, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001726711,BBG00RDV1WS5,BBG00RDV1WT4,2022-03-22T00:00:00Z,,,,18700000.0,2020.0,Consumer Durables,Specialty Chemicals
200,ADUS,Addus HomeCare Corp.,stocks,us,XNAS,CS,True,usd,0001468328,BBG000NJGX84,BBG001T56D18,2022-03-22T00:00:00Z,,,,1297695281.0,2009.0,Health Care,Medical/Nursing Services
201,ADV,Advantage Solutions Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001776661,BBG00PPWZ8C7,BBG00PPWZ8G3,2022-03-22T00:00:00Z,,,,2042311808.0,2019.0,Technology,Advertising
202,ADVM,"Adverum Biotechnologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001501756,BBG006D9MR17,BBG006D9MR26,2022-03-22T00:00:00Z,,,,141339010.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
204,ADX,"Adams Diversified Equity Fund, Inc",stocks,us,XNYS,FUND,True,usd,0000002230,BBG000BB8MR6,BBG001S5NDV7,2022-03-22T00:00:00Z,,,,2145671662.0,,Finance,Investment Managers
205,ADXN,Addex Therapeutics Ltd American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001574232,BBG00R48ST95,BBG00R48SV18,2022-03-22T00:00:00Z,,,,29352116.0,,Health Care,Biotechnology: Pharmaceutical Preparations
206,AE,Adams Resources & Energy Inc.,stocks,us,XASE,CS,True,usd,0000002178,BBG000BB92C5,BBG001S5NDW6,2022-03-22T00:00:00Z,,,,152831631.0,,Energy,Oilfield Services/Equipment
207,AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,stocks,us,XNAS,CS,True,usd,0001827392,,,2022-03-22T00:00:00Z,,,,293700000.0,2021.0,Finance,Business Services
210,AEAE,AltEnergy Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001852016,BBG0136JW4J0,BBG0136JW5C4,2022-03-22T00:00:00Z,,,,284912500.0,2021.0,,
213,AEE,Ameren Corporation,stocks,us,XNYS,CS,True,usd,0001002910,BBG000B9X8C0,BBG001S5NF24,2022-03-22T00:00:00Z,,,,22641122187.0,,Public Utilities,Power Generation
214,AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",stocks,us,XASE,FUND,True,usd,0000846676,BBG000BGWCV5,BBG001S5QCR1,2022-03-22T00:00:00Z,,,,345619608.0,,Finance,Finance/Investors Services
215,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,stocks,us,XNYS,,True,usd,0000769218,,,2022-03-22T00:00:00Z,,,,0.0,2019.0,,
217,AEHA,Aesther Healthcare Acquisition Corp Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001869974,BBG011WXCRR6,BBG011WXCRT4,2022-03-22T00:00:00Z,,,,133175750.0,2021.0,,
220,AEHL,Antelope Enterprise Holdings Limited Common Stock (0.024 par),stocks,us,XNAS,CS,True,usd,0001470683,,,2022-03-22T00:00:00Z,,,,7262582.0,,Capital Goods,Building Products
221,AEHR,Aehr Test Systems,stocks,us,XNAS,CS,True,usd,0001040470,BBG000BWM083,BBG001SB1CS4,2022-03-22T00:00:00Z,,,,292038991.0,1997.0,Capital Goods,Electrical Products
222,AEI,Alset EHome International Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001750106,BBG000PZLNH2,BBG001SRKK73,2022-03-22T00:00:00Z,,,,44752958.0,2020.0,Consumer Services,Building operators
223,AEIS,Advanced Energy Industries Inc,stocks,us,XNAS,CS,True,usd,0000927003,BBG000FKMP26,BBG001S8L5Z6,2022-03-22T00:00:00Z,,,,3401690282.0,1995.0,Consumer Durables,Electrical Products
224,AEL,American Equity Investment Life Holding Company,stocks,us,XNYS,CS,True,usd,0001039828,BBG000BB6H99,BBG001S5T012,2022-03-22T00:00:00Z,,,,3853729667.0,2003.0,Finance,Life Insurance
227,AEM,Agnico Eagle Mines Ltd.,stocks,us,XNYS,CS,True,usd,0000002809,BBG000DLVDK3,BBG001S77MK3,2022-03-22T00:00:00Z,,,,27451728000.0,,,
229,AEMD,AETHLON MEDICAL INC,stocks,us,XNAS,CS,True,usd,0000882291,BBG000L78XT8,BBG001SDDHJ6,2022-03-22T00:00:00Z,,,,23574593.0,,Miscellaneous,Diversified Commercial Services
230,AENZ,Aenza S.A.A.,stocks,us,XNYS,ADRC,True,usd,0001572621,BBG004ND4949,BBG004ND4B26,2022-03-22T00:00:00Z,,,,300207245.0,2018.0,Basic Industries,Military/Government/Technical
231,AEO,American Eagle Outfitters,stocks,us,XNYS,CS,True,usd,0000919012,BBG000BGXZB5,BBG001S7Q949,2022-03-22T00:00:00Z,,,,3280608221.0,,Consumer Services,Clothing/Shoe/Accessory Stores
232,AEP,"American Electric Power Company, Inc.",stocks,us,XNAS,CS,True,usd,0000004904,BBG000BB9KF2,BBG001S5NFD2,2022-03-22T00:00:00Z,,,,47462721239.0,,Public Utilities,Electric Utilities: Central
234,AER,Aercap Holdings N.V.,stocks,us,XNYS,CS,True,usd,0001378789,,,2022-03-22T00:00:00Z,,,,13365489707.0,2006.0,Technology,Diversified Commercial Services
235,AERC,"AeroClean Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001872356,BBG013P0RX66,BBG013P0RY19,2022-03-22T00:00:00Z,,,,52318688.0,2021.0,Public Utilities,Environmental Services
236,AERI,"Aerie Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001337553,BBG001KJ7WJ5,BBG001V0PF29,2022-03-22T00:00:00Z,,,,425848491.0,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
237,AES,AES Corporation,stocks,us,XNYS,CS,True,usd,0000874761,BBG000C23KJ3,BBG001S6B1L5,2022-03-22T00:00:00Z,,,,15810590914.0,,Public Utilities,Electric Utilities: Central
239,AESE,"Allied Esports Entertainment, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001708341,BBG00J2442Y1,BBG00J2443N1,2022-03-22T00:00:00Z,,,,66541242.0,2017.0,Consumer Services,Television Services
241,AEVA,"Aeva Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0001789029,BBG00RK5L2N3,BBG00RK5L2P1,2022-03-22T00:00:00Z,,,,995732506.0,2020.0,Capital Goods,Auto Parts:O.E.M.
243,AEY,"ADDvantage Technologies Group, Inc.",stocks,us,XNAS,CS,True,usd,0000874292,BBG000CFWHD5,BBG001S6VBQ6,2022-03-22T00:00:00Z,,,,16546991.0,,Capital Goods,Recreational Products/Toys
244,AEYE,"AudioEye, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001362190,BBG002ZQLQB6,BBG002ZQLQC5,2022-03-22T00:00:00Z,,,,86467379.0,,Technology,EDP Services
245,AEZS,"Aeterna Zentaris, Inc.",stocks,us,XNAS,CS,True,usd,0001113423,BBG000LZRK22,BBG001S63T33,2022-03-22T00:00:00Z,,,,43039700.0,,,
246,AFAC,Arena Fortify Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001849489,BBG00ZVB7FG5,BBG00ZVB7GK8,2022-03-22T00:00:00Z,,,,214978125.0,2021.0,Consumer Services,Other Pharmaceuticals
249,AFAQ,AF Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001841661,BBG00ZHS6LG2,BBG00ZHS6M98,2022-03-22T00:00:00Z,,,,272160000.0,2021.0,,
252,AFB,"Alliance National Municipal Income Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001162027,BBG000DTM676,BBG001SK6452,2022-03-22T00:00:00Z,,,,365348137.0,2002.0,Finance,Trusts Except Educational Religious and Charitable
253,AFBI,"Affinity Bancshares, Inc. Common Stock (MD)",stocks,us,XNAS,CS,True,usd,0001823406,BBG00XH58W17,BBG00XH58WY1,2022-03-22T00:00:00Z,,,,104120405.0,2017.0,Finance,Major Banks
254,AFCG,"AFC Gamma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001822523,BBG00YPSX4X5,BBG00YPSX5R9,2022-03-22T00:00:00Z,,,,375115860.0,2021.0,Consumer Services,Real Estate Investment Trusts
255,AFG,"American Financial Group, Inc.",stocks,us,XNYS,CS,True,usd,0001042046,BBG000DPKKK0,BBG001S8JK86,2022-03-22T00:00:00Z,,,,11923624679.0,,Finance,Property-Casualty Insurers
260,AFI,"Armstrong Flooring, Inc.",stocks,us,XNYS,CS,True,usd,0001655075,BBG0085ZZXW3,BBG0085ZZXX2,2022-03-22T00:00:00Z,,,,35065116.0,2016.0,Capital Goods,Building Products
261,AFIB,"Acutus Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001522860,BBG001YSZT60,BBG001YSZT79,2022-03-22T00:00:00Z,,,,60098838.0,2020.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
263,AFK,VanEck Africa Index ETF,stocks,us,ARCX,ETF,True,usd,0001137360,BBG000H0B9J8,BBG001T33P37,2022-03-22T00:00:00Z,,,,,,,
264,AFL,Aflac Inc.,stocks,us,XNYS,CS,True,usd,0000004977,BBG000BBBNC6,BBG001S5NGJ4,2022-03-22T00:00:00Z,,,,40908742081.0,,Finance,Accident &Health Insurance
265,AFLG,First Trust Active Factor Large Cap ETF,stocks,us,ARCX,ETF,True,usd,0001667919,BBG00QZ0DQB9,BBG00QZ0DR27,2022-03-22T00:00:00Z,,,,,,,
267,AFMD,Affimed N.V.,stocks,us,XNAS,CS,True,usd,0001608390,,,2022-03-22T00:00:00Z,,,,512731866.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
268,AFRM,"Affirm Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001820953,BBG00Y7BP8Y1,BBG00Y7BP8Z0,2022-03-22T00:00:00Z,,,,11580243452.0,2021.0,Technology,EDP Services
270,AFT,Apollo Senior Floating Rate Fund Inc.,stocks,us,XNYS,FUND,True,usd,0001502573,BBG00174L007,BBG001TCQ4W7,2022-03-22T00:00:00Z,,,,226906988.0,2011.0,Finance,Investment Managers
271,AFTR,AfterNext HealthTech Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001865975,,,2022-03-22T00:00:00Z,,,,303125000.0,2021.0,,
274,AFTY,Pacer CSOP FTSE China A50 ETF,stocks,us,ARCX,ETF,True,usd,0001616668,BBG0087HJHZ1,BBG0087HJJ05,2022-03-22T00:00:00Z,,,,,,,
275,AFYA,Afya Limited Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001771007,,,2022-03-22T00:00:00Z,,,,1288047687.0,2019.0,Consumer Services,Other Consumer Services
276,AG,FIRST MAJESTIC SILVER CORP,stocks,us,XNYS,CS,True,usd,0001308648,BBG000CH7WB8,BBG001SGV444,2022-03-22T00:00:00Z,,,,3598312538.0,,,
277,AGAC,African Gold Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001833909,,,2022-03-22T00:00:00Z,,,,505338750.0,2021.0,Finance,Business Services
280,AGBA,AGBA Acquisition Limited Ordinary Share,stocks,us,XNAS,CS,True,usd,0001769624,,,2022-03-22T00:00:00Z,,,,56141566.0,2019.0,Finance,Business Services
284,AGCB,Altimeter Growth Corp. 2,stocks,us,XNYS,CS,True,usd,0001830232,,,2022-03-22T00:00:00Z,,,,560883000.0,2021.0,Finance,Business Services
285,AGCO,AGCO Corporation,stocks,us,XNYS,CS,True,usd,0000880266,BBG000DCCZW2,BBG001S7WHW3,2022-03-22T00:00:00Z,,,,9873145058.0,,Capital Goods,Industrial Machinery/Components
286,AGD,Aberdeen Global Dynamic Dividend Fund,stocks,us,XNYS,FUND,True,usd,0001362481,BBG000DJLNL6,BBG001SMLZ16,2022-03-22T00:00:00Z,,,,138923873.0,2006.0,Finance,Trusts Except Educational Religious and Charitable
287,AGE,"AgeX Therapeutics, Inc.",stocks,us,XASE,CS,True,usd,0001708599,BBG00HCXQ7B0,BBG00HCXQ7C9,2022-03-22T00:00:00Z,,,,31868908.0,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
288,AGEN,Agenus Inc.,stocks,us,XNAS,CS,True,usd,0001098972,BBG000C8SWQ9,BBG001SDV370,2022-03-22T00:00:00Z,,,,761175426.0,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
289,AGFS,"AgroFresh Solutions, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001592016,BBG00699CVL2,BBG00699CWB1,2022-03-22T00:00:00Z,,,,99593041.0,2014.0,,
290,AGFY,Agrify Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001800637,BBG00R295MM0,BBG00R295MQ6,2022-03-22T00:00:00Z,,,,126714418.0,2021.0,Consumer Services,Military/Government/Technical
293,AGGR,Agile Growth Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001842329,,,2022-03-22T00:00:00Z,,,,377812500.0,2021.0,Finance,Business Services
296,AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,stocks,us,ARCX,ETF,True,usd,0001350487,BBG009KCY2B7,BBG009KCY2C6,2022-03-22T00:00:00Z,,,,,,,
297,AGI,Alamos Gold Inc. Class A Common Shares,stocks,us,XNYS,CS,True,usd,0001178819,BBG009HT6BL4,BBG009HT65S0,2022-03-22T00:00:00Z,,,,3252684784.0,2015.0,,
298,AGIL,"AgileThought, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001790625,BBG00QYKZB43,BBG00RCQNY45,2022-03-22T00:00:00Z,,,,216205049.0,2020.0,Technology,EDP Services
300,AGIO,"Agios Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001439222,BBG000QY4ZD0,BBG001T8R687,2022-03-22T00:00:00Z,,,,1611259904.0,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
301,AGL,"agilon health, inc.",stocks,us,XNYS,CS,True,usd,0001831097,BBG00HCYVQQ4,BBG00HCYVQR3,2022-03-22T00:00:00Z,,,,9427677783.0,2021.0,Health Care,Managed Health Care
302,AGLE,"Aeglea BioTherapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001636282,BBG0067L94B2,BBG0067L94C1,2022-03-22T00:00:00Z,,,,134264858.0,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
303,AGM,Federal Agricultural Mortgage Corporation,stocks,us,XNYS,CS,True,usd,0000845877,BBG000G8ZKY4,BBG001SCWNB2,2022-03-22T00:00:00Z,,,,1284240083.0,,Finance,Finance Companies
305,AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001705402,,,2022-03-22T00:00:00Z,,,,46225688.0,2018.0,Technology,EDP Services
311,AGNC,AGNC Investment Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001423689,BBG000TJ8XZ7,BBG001T074G2,2022-03-22T00:00:00Z,,,,6905399693.0,2008.0,Consumer Services,Real Estate Investment Trusts
316,AGNG,Global X Funds Global X Aging Population ETF,stocks,us,XNAS,ETF,True,usd,0001432353,BBG00CVW2JC1,BBG00CVW2JD0,2022-03-22T00:00:00Z,,,,,,,
317,AGO,"Assured Guaranty, LTD",stocks,us,XNYS,CS,True,usd,0001273813,,,2022-03-22T00:00:00Z,,,,3984742800.0,2004.0,Finance,Property-Casualty Insurers
320,AGQ,ProShares Ultra Silver,stocks,us,ARCX,ETF,True,usd,0001415311,BBG000F7KQG0,BBG001T2GCT6,2022-03-22T00:00:00Z,,,,,,,
321,AGR,"Avangrid, Inc.",stocks,us,XNYS,CS,True,usd,0001634997,BBG00B8NWRF5,BBG00B8NWRH3,2022-03-22T00:00:00Z,,,,17264550882.0,2015.0,Public Utilities,Electric Utilities: Central
322,AGRI,AgriFORCE Growing Systems Ltd. Common Shares,stocks,us,XNAS,CS,True,usd,0001826397,,,2022-03-22T00:00:00Z,,,,54358871.0,2021.0,,
324,AGRO,ADECOAGRO S.A.,stocks,us,XNYS,CS,True,usd,0001499505,,,2022-03-22T00:00:00Z,,,,1268725136.0,2011.0,,Farming/Seeds/Milling
325,AGRX,"Agile Therapeutics, Inc",stocks,us,XNAS,CS,True,usd,0001261249,BBG000PZHFB0,BBG001T90960,2022-03-22T00:00:00Z,,,,32582695.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
326,AGS,"PlayAGS, Inc.",stocks,us,XNYS,CS,True,usd,0001593548,BBG00JKZKM07,BBG00JKZKM16,2022-03-22T00:00:00Z,,,,282434832.0,2018.0,Consumer Services,Recreational Products/Toys
328,AGTC,Applied Genetic Technologies Corporation,stocks,us,XNAS,CS,True,usd,0001273636,BBG005TVPCW9,BBG005TVPDX6,2022-03-22T00:00:00Z,,,,80692080.0,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
329,AGTI,"Agiliti, Inc.",stocks,us,XNYS,CS,True,usd,0001749704,BBG00LQ2B3V7,BBG00LQ2B4L6,2022-03-22T00:00:00Z,,,,2501789214.0,2021.0,Health Care,Managed Health Care
330,AGX,"Argan, Inc",stocks,us,XNYS,CS,True,usd,0000100591,BBG000K4J3T0,BBG001SJP7D8,2022-03-22T00:00:00Z,,,,636132878.0,,Capital Goods,Oilfield Services/Equipment
331,AGYS,"Agilysys, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0000078749,BBG000BR74W6,BBG001S5V6V3,2022-03-22T00:00:00Z,,,,1035283367.0,,Technology,Computer Software: Prepackaged Software
334,AHCO,AdaptHealth Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001725255,BBG00KJQVGV3,BBG00KJQVGW2,2022-03-22T00:00:00Z,,,,2354113118.0,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
335,AHG,Akso Health Group ADS,stocks,us,XNAS,ADRC,True,usd,0001702318,BBG00HVQFMZ7,BBG00HVQFN03,2022-03-22T00:00:00Z,,,,47414104.0,2017.0,Finance,Finance: Consumer Services
336,AHH,"Armada Hoffler Properties, Inc.",stocks,us,XNYS,CS,True,usd,0001569187,BBG004CYX1M0,BBG004CYX1N9,2022-03-22T00:00:00Z,,,,999766048.0,2013.0,Consumer Services,Real Estate Investment Trusts
339,AHI,Advanced Human Imaging Limited. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001815436,BBG012BFPRC8,BBG012BFPS72,2022-03-22T00:00:00Z,,,,36208437.0,2021.0,,
340,AHLpC,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Sh,stocks,us,XNYS,PFD,True,usd,0001267395,,,2022-03-22T00:00:00Z,,,,,,,
343,AHPA,Avista Public Acquisition Corp. II Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001846253,,,2022-03-22T00:00:00Z,,,,287787500.0,2021.0,,
346,AHPI,Allied Healthcare Products,stocks,us,XNAS,CS,True,usd,0000874710,BBG000C2RD58,BBG001S6DCD8,2022-03-22T00:00:00Z,,,,13525620.0,1992.0,Health Care,Industrial Specialties
347,AHRN,Ahren Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001856696,,,2022-03-22T00:00:00Z,,,,371997520.0,2022.0,,
350,AHT,"Ashford Hospitality Trust, Inc.",stocks,us,XNYS,CS,True,usd,0001232582,BBG000PRZVD1,BBG001SLQ6G1,2022-03-22T00:00:00Z,,,,318374350.0,2003.0,Consumer Services,Real Estate Investment Trusts
357,AI,"C3.ai, Inc.",stocks,us,XNYS,CS,True,usd,0001577526,BBG00Y6G6X31,BBG00Y6G6Y84,2022-03-22T00:00:00Z,,,,2335924794.0,2020.0,Technology,Computer Software: Prepackaged Software
359,AIB,AIB Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001882963,,,2022-03-22T00:00:00Z,,,,111059461.0,2022.0,,
364,AIF,Apollo Tactical Income Fund Inc.,stocks,us,XNYS,FUND,True,usd,0001526697,BBG003NQ4B47,BBG003NQ4BY4,2022-03-22T00:00:00Z,,,,208281974.0,2013.0,Finance,Finance Companies
365,AIG,"American International Group, Inc.",stocks,us,XNYS,CS,True,usd,0000005272,BBG000BBDZG3,BBG001S5NJG1,2022-03-22T00:00:00Z,,,,52578915546.0,,Finance,Life Insurance
367,AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001757143,BBG00QG40Q17,BBG00QG40QS8,2022-03-22T00:00:00Z,,,,41532286.0,2019.0,Health Care,Medical Specialities
368,AIHS,Senmiao Technology Limited Common Stock,stocks,us,XNAS,CS,True,usd,0001711012,BBG00J3Q25V9,BBG00J3Q26K9,2022-03-22T00:00:00Z,,,,12430973.0,2018.0,Finance,Finance: Consumer Services
370,AIKI,AIkido Pharma Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000012239,BBG000F2PXX2,BBG001S9BVW1,2022-03-22T00:00:00Z,,,,38509084.0,,Consumer Durables,Specialty Chemicals
373,AIM,AIM ImmunoTech Inc.,stocks,us,XASE,CS,True,usd,0000946644,BBG000JL6Z80,BBG001SB9J29,2022-03-22T00:00:00Z,,,,38896212.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
374,AIMC,Altra Industrial Motion Corp.,stocks,us,XNAS,CS,True,usd,0001374535,BBG000Q26KW0,BBG001SRNL96,2022-03-22T00:00:00Z,,,,2657664112.0,2006.0,Capital Goods,Industrial Machinery/Components
375,AIN,Albany International Corp Class A,stocks,us,XNYS,CS,True,usd,0000819793,BBG000BRWWH3,BBG001S5VKN1,2022-03-22T00:00:00Z,,,,2771510447.0,,Basic Industries,Textiles
376,AINC,Ashford Inc.,stocks,us,XASE,CS,True,usd,0001604738,BBG0069GSFN2,BBG0069GSFP0,2022-03-22T00:00:00Z,,,,53400755.0,2014.0,Finance,Investment Managers
377,AINV,Apollo Investment Corporation,stocks,us,XNAS,CS,True,usd,0001278752,BBG000CBNX94,BBG001SF7M43,2022-03-22T00:00:00Z,,,,830596482.0,2004.0,Finance,Finance/Investors Services
378,AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund,stocks,us,XNYS,FUND,True,usd,0001778114,BBG00Q7474K8,BBG00Q7474L7,2022-03-22T00:00:00Z,,,,747209720.0,2019.0,Finance,Finance/Investors Services
379,AIP,"Arteris, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001667011,BBG000QMLTK3,BBG001T7VHG1,2022-03-22T00:00:00Z,,,,467500408.0,2021.0,Technology,Semiconductors
381,AIR,AAR Corp.,stocks,us,XNYS,CS,True,usd,0000001750,BBG000BBGQF1,BBG001S5NJX2,2022-03-22T00:00:00Z,,,,1610996121.0,,Capital Goods,Aerospace
382,AIRC,Apartment Income REIT Corp.,stocks,us,XNYS,CS,True,usd,0001820877,BBG00XK3WVD0,BBG00XK3WWB0,2022-03-22T00:00:00Z,,,,8353944068.0,2020.0,Consumer Services,Real Estate Investment Trusts
383,AIRG,"Airgain, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001272842,BBG0026ZDGG4,BBG0026ZDGH3,2022-03-22T00:00:00Z,,,,79968240.0,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment
384,AIRI,Air Industries Group,stocks,us,XASE,CS,True,usd,0001009891,BBG000C8XXR0,BBG001SG3M27,2022-03-22T00:00:00Z,,,,28754565.0,,Capital Goods,Military/Government/Technical
385,AIRR,First Trust RBA American Industrial Renaissance ETF,stocks,us,XNAS,ETF,True,usd,0001552740,BBG0063G4FW4,BBG0063G4FX3,2022-03-22T00:00:00Z,,,,,,,
386,AIRS,"AirSculpt Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001870940,BBG012V27C29,BBG012V27CX5,2022-03-22T00:00:00Z,,,,774510944.0,2021.0,Health Care,Hospital/Nursing Management
387,AIRT,Air T Inc,stocks,us,XNAS,CS,True,usd,0000353184,BBG000BBH316,BBG001S5NJZ0,2022-03-22T00:00:00Z,,,,61164021.0,,Transportation,Air Freight/Delivery Services
389,AIT,"Applied Industrial Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0000109563,BBG000BBHHP9,BBG001S5NK14,2022-03-22T00:00:00Z,,,,3922180373.0,,Capital Goods,Industrial Machinery/Components
390,AIV,Apartment Investment and Management Company,stocks,us,XNYS,CS,True,usd,0000922864,BBG000DD3510,BBG001S876N3,2022-03-22T00:00:00Z,,,,1135018656.0,1994.0,Consumer Services,Real Estate Investment Trusts
391,AIVI,WisdomTree International AI Enhanced Value Fund,stocks,us,ARCX,ETF,True,usd,0001471302,BBG000BT3GK2,BBG001SHL7M6,2022-03-22T00:00:00Z,,,,,,,
393,AIZ,"Assurant, Inc.",stocks,us,XNYS,CS,True,usd,0001267238,BBG000BZX1N5,BBG001SD9DW5,2022-03-22T00:00:00Z,,,,9731614588.0,2004.0,Finance,Specialty Insurers
395,AJG,Arthur J. Gallagher & Co.,stocks,us,XNYS,CS,True,usd,0000354190,BBG000BBHXQ3,BBG001S5NKC2,2022-03-22T00:00:00Z,,,,34903674540.0,,Finance,Specialty Insurers
396,AJRD,"Aerojet Rocketdyne Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0000040888,BBG000BKRHQ7,BBG001S5RRJ6,2022-03-22T00:00:00Z,,,,3162970616.0,,Capital Goods,Military/Government/Technical
397,AJX,Great Ajax Corp.,stocks,us,XNYS,CS,True,usd,0001614806,BBG008200KW9,BBG008200KY7,2022-03-22T00:00:00Z,,,,256957030.0,2015.0,Consumer Services,Real Estate Investment Trusts
399,AKA,a.k.a. Brands Holding Corp.,stocks,us,XNYS,CS,True,usd,0001865107,BBG0129CWQ14,BBG0129CWQ23,2022-03-22T00:00:00Z,,,,621369048.0,2021.0,Consumer Non-Durables,Department/Specialty Retail Stores
400,AKAM,Akamai Technologies Inc,stocks,us,XNAS,CS,True,usd,0001086222,BBG000BJQWD2,BBG001S7YHX0,2022-03-22T00:00:00Z,,,,18859973679.0,1999.0,Miscellaneous,Business Services
401,AKAN,Akanda Corp. Common Shares,stocks,us,XNAS,CS,True,usd,0001888014,BBG013GQ5XT8,BBG013GQ5XV5,2022-03-22T00:00:00Z,,,,213882866.0,2022.0,,
402,AKBA,"Akebia Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001517022,BBG000R33R00,BBG001T922S9,2022-03-22T00:00:00Z,,,,453077678.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
403,AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001826574,,,2022-03-22T00:00:00Z,,,,289394400.0,2021.0,Finance,Business Services
